,Video ID,Subject ID,Attention (Proprietary measure of mental focus),Mediation (Proprietary measure of calmness),Raw (Raw EEG signal),Delta (1-3 Hz of power spectrum),Theta (4-7 Hz of power spectrum),Alpha 1 (Lower 8-11 Hz of power spectrum),Alpha 2 (Higher 8-11 Hz of power spectrum),Beta 1 (Lower 12-29 Hz of power spectrum),Beta 2 (Higher 12-29 Hz of power spectrum),Gamma 1 (Lower 30-100 Hz of power spectrum),Gamma 2 (Higher 30-100 Hz of power spectrum),predefined label (whether the subject is expected to be confused),Error,Difference Between predicted and actual,user-defined label (whether the subject is actually confused)
30,3,0,1.0,0.81,0.591941391941,0.651014891977,0.564699604526,0.18363768684,0.232097007506,0.163166397415,0.107482403622,0.115180950112,0.0835069708445,0,0,0,0
31,3,1,0.38,0.75,0.603418803419,0.877138601211,0.59133082983,0.724444561237,0.226380676382,0.289939359884,0.0726135871207,0.0420161165624,0.0205791048983,0,1,-1,1
32,3,2,0.66,1.0,0.580708180708,0.0895344980028,0.0536474515299,0.0284571806478,0.0261183132054,0.0216009927185,0.0090447906151,0.00339010547502,0.00467541715655,0,0,0,0
33,3,3,0.0,0.0,0.705006105006,0.941335169762,0.538871295654,0.961880444074,0.232204194861,0.140996932874,0.298964304012,0.080077870525,0.0243050481598,0,0,0,0
34,3,4,0.91,0.81,0.685714285714,0.537211024125,0.23973721526,0.0929477142646,0.0989142609334,0.112366369319,0.0527997705071,0.026158108598,0.04158324772,0,1,-1,1
35,3,5,0.7,0.88,0.584371184371,0.609437429605,0.394550142381,0.239489967904,0.17492386256,0.12394184168,0.0451546676213,0.0210189581268,0.0252426536312,0,1,-1,1
36,3,6,0.0,0.0,1.0,0.784027102465,0.713376787237,0.518891524016,0.851975246605,0.682417175903,0.705226858202,0.34668809458,0.515888481324,0,1,-1,1
37,3,7,0.47,0.9,0.742368742369,0.88209519413,0.507669929865,0.391334593231,0.213578179408,0.134710027862,0.121864605283,0.0502371350136,0.0655990030524,0,1,-1,1
38,3,8,0.96,1.0,0.606837606838,0.80091796232,0.308861836867,0.231864888795,0.10494428716,0.114116738077,0.0470776428602,0.0414371573203,0.0224891793356,0,0,0,0
39,3,9,0.7,0.87,0.704273504274,1.0,0.59155159029,0.340963522106,0.443999524049,0.157873147433,0.292198640182,0.157025710961,0.0213557448734,0,1,-1,1
40,4,0,1.0,0.81,0.560195360195,0.695455468485,0.336286004485,0.122527561165,0.08907072497,0.0896893072042,0.0877050530368,0.0920514776895,0.0364850179695,0,0,0,0
41,4,1,0.8,1.0,0.58315018315,0.808276039519,0.373465856103,0.238473144699,0.291432583579,0.305000585329,0.154938685412,0.0480226919577,0.0631704268553,0,1,-1,1
42,4,2,0.93,1.0,0.535531135531,0.263223866516,0.0634869181142,0.0235102956087,0.0681023216388,0.0304633466788,0.0249932082022,0.0246432835405,0.0197957889349,0,1,-1,1
43,4,3,0.69,0.81,0.613431013431,0.620530168016,0.535552574403,0.365564366077,0.313072628775,0.209850389829,0.0713822508899,0.0429448848038,0.0388928244252,0,1,-1,1
44,4,4,0.96,1.0,0.669597069597,0.939843323331,0.401387732168,0.320638737241,0.629077667564,0.142249069326,0.0614732153981,0.07241958829,0.087385720061,0,0,0,0
45,4,5,0.75,1.0,0.586568986569,0.75144107976,0.822739989727,0.360588282956,0.634872668306,0.191364285547,0.0866955518131,0.0711445598364,0.0206191608283,0,0,0,0
46,4,6,0.0,0.0,1.0,0.928145673229,0.583962949479,0.491406639498,0.837290579018,0.397185736695,0.742195510181,0.941317765988,0.556367223864,0,1,-1,1
47,4,7,1.0,0.78,0.546031746032,0.560438825846,0.313197585599,0.140793151298,0.11190261488,0.102030858561,0.0768673493512,0.0475142014849,0.0498622150187,0,1,-1,1
48,4,8,0.69,0.81,0.613431013431,0.620530168016,0.535552574403,0.365564366077,0.313072628775,0.209850389829,0.0713822508899,0.0429448848038,0.0388928244252,0,1,-1,1
49,4,9,0.9,0.8,0.713308913309,0.834447929792,0.626201673324,0.499310560289,0.3133558394,0.462028985507,0.363052741425,0.0657189715615,0.0310863687445,0,1,-1,1
50,5,0,1.0,1.0,0.570695970696,0.771612286417,0.442261664314,0.62056508508,0.390214089532,0.217026995388,0.117181151682,0.172393479357,0.102525378028,1,0,0,1
51,5,1,0.91,0.91,0.617826617827,0.572850110299,0.335193173714,0.174384084709,0.293937227545,0.153139004004,0.0796965053997,0.0693235251622,0.0912184791357,1,1,1,0
52,5,2,1.0,0.96,0.781440781441,0.585061102892,0.250445094979,0.234800755938,0.125458373447,0.187197677413,0.0494661677304,0.0275979021599,0.0751968489335,1,0,0,1
53,5,3,0.8,0.9,0.607326007326,0.556058639605,0.36993102898,0.154573916039,0.168375600225,0.128527077334,0.0324492955067,0.0141089629684,0.0193707510116,1,1,1,0
54,5,4,0.88,1.0,0.738705738706,0.629039797286,0.25804570473,0.140164662583,0.145752184803,0.136097960713,0.144405473065,0.0459517212884,0.0386880941166,1,1,1,0
55,5,5,0.8,0.9,0.576312576313,0.72693484082,0.608147191372,0.622976846651,0.480717584921,0.335676523612,0.16704783796,0.0503993652741,0.0321189216054,1,0,0,1
56,5,6,0.0,0.0,1.0,0.592306673579,0.42140578532,0.257640225614,0.411840367544,0.301918475334,0.255333308617,0.270379542764,0.181901395652,1,1,1,0
57,5,7,0.51,0.94,0.661538461538,0.81956679948,0.289896053076,0.233053250732,0.243823697452,0.1231589052,0.0604169161044,0.077613491474,0.0444887861941,1,0,0,1
58,5,8,0.7,0.97,0.637118437118,0.651793608571,0.398913818641,0.462642878989,0.524478543353,0.213595560863,0.101677619644,0.10004030408,0.0419667461604,1,0,0,1
59,5,9,1.0,1.0,0.570695970696,0.771612286417,0.442261664314,0.62056508508,0.390214089532,0.217026995388,0.117181151682,0.172393479357,0.102525378028,1,0,0,1
60,6,0,0.66,0.78,0.585347985348,0.738398648913,0.602281080596,0.104975134183,0.120880785044,0.0842518320807,0.0613388988596,0.0655638388749,0.0562689384808,1,0,0,1
61,6,1,0.8,0.94,0.59706959707,0.541418666747,0.196345151,0.108933664148,0.0995967198703,0.0527189716935,0.0337371540817,0.0123391322202,0.0150372928126,1,1,1,0
62,6,2,0.87,0.84,0.521855921856,0.0930443984496,0.0245635908152,0.016282310415,0.0216990474093,0.0325405633209,0.0115572999823,0.00297033467596,0.00672939623103,1,1,1,0
63,6,3,0.83,0.88,0.569230769231,0.795340061021,0.413332734886,0.226797561668,0.418598087738,0.106251785254,0.0953033578527,0.0318397165026,0.0245216468921,1,0,0,1
64,6,4,0.7,0.84,0.672039072039,0.487278313613,0.219731463519,0.112514808902,0.124661843563,0.0661665613074,0.0448866423114,0.0321104382498,0.02083798489,1,0,0,1
65,6,5,0.7,0.91,0.627106227106,0.880678772468,0.644802404427,0.480151508847,0.644341540213,0.26020931376,0.164362114957,0.0890350087832,0.0450866580373,1,0,0,1
66,6,6,0.0,0.0,1.0,0.70460709119,0.476524419132,0.190462008551,0.569806993926,0.394070848259,0.956043849184,0.528900560455,0.656576033944,1,0,0,1
67,6,7,0.97,0.9,0.549206349206,0.747269257596,0.110837044536,0.118633996933,0.088404983327,0.0664053756643,0.0459867008394,0.0292719156605,0.0375561432074,1,1,1,0
68,6,8,0.78,0.78,0.593162393162,0.863540953253,0.537684043241,0.210326923624,0.193224382468,0.0749099763527,0.075211791655,0.0401073761537,0.0304009672765,1,1,1,0
69,6,9,0.56,0.84,0.61221001221,0.901072469581,0.530301534185,0.641153382634,0.273787971612,0.29684249959,0.0823706808268,0.0908697316357,0.0195450684845,1,1,1,0
70,7,0,1.0,0.7,0.572405372405,0.489865458861,0.285516085757,0.177327981325,0.0605018531612,0.0633616632718,0.0779631535092,0.0665747361857,0.0306568801623,1,1,1,0
71,7,1,0.91,0.96,0.609768009768,0.854578018599,0.27391984467,0.183928937708,0.223495468138,0.159242349746,0.0555790896499,0.0615891974925,0.0378105725402,1,1,1,0
72,7,2,0.75,1.0,0.602197802198,0.507581702809,0.0525366673482,0.0813268776374,0.0532219633773,0.0731155908314,0.0293022772427,0.0259705298592,0.0227406415625,1,0,0,1
73,7,3,0.81,0.8,0.617826617827,0.787140455298,0.560636149193,0.322570190364,0.211314461148,0.15938563836,0.0530489550356,0.0435623737329,0.0437915163024,1,0,0,1
74,7,4,0.91,0.81,0.672283272283,0.789340890946,0.340188544061,0.152449755576,0.141670214994,0.207229987591,0.0717888471083,0.0790497362491,0.0458091483293,1,0,0,1
75,7,5,0.87,0.94,0.56043956044,0.594973784217,0.356379195986,0.208358242947,0.20649594704,0.128253611482,0.100223232871,0.0368323527697,0.0365473271939,1,1,1,0
76,7,6,0.0,0.0,1.0,0.645604993675,0.274563175227,0.320156238937,0.433924896082,0.344566036852,0.163601798261,0.185586348324,0.145058841419,1,1,1,0
77,7,7,0.84,0.75,0.666422466422,0.693775438517,0.244438349151,0.114334579361,0.204950089044,0.182828779471,0.0821634322312,0.123560143067,0.0537290958116,1,0,0,1
78,7,8,0.91,0.87,0.799267399267,0.605304959494,0.407128834009,0.403222592308,0.155112885985,0.118187820468,0.0812991873546,0.0406265129873,0.0339778134655,1,1,1,0
79,7,9,0.57,0.81,0.629792429792,0.765643387152,0.604189794151,0.258616171504,0.1786646029,0.152735360914,0.100998135978,0.185274562042,0.040669379096,1,1,1,0
80,8,0,1.0,0.87,0.568742368742,0.632035346216,0.602706642928,0.238976811613,0.215942201432,0.0924052351853,0.0849348504012,0.0935480518427,0.0787447658397,1,0,0,1
81,8,1,0.93,0.91,0.626617826618,0.528212016755,0.205334822801,0.196631563273,0.119691890441,0.102427009436,0.0401606450111,0.0214559658911,0.0234772256076,1,1,1,0
82,8,2,0.77,0.96,0.57557997558,0.222535356937,0.105921134656,0.0323157071812,0.0211749110787,0.0175898480485,0.0125564691646,0.00706259299723,0.0090007158143,1,0,0,1
83,8,3,0.94,0.93,0.584371184371,0.822659719516,0.394196393692,0.18894078848,0.322107834412,0.0819854370069,0.0314318933101,0.0168425428579,0.0175771354818,1,0,0,1
84,8,4,0.75,0.81,0.731135531136,0.64453517279,0.18230126156,0.18484502753,0.16879058246,0.134253939266,0.0490145967435,0.0400551582886,0.0381072831324,1,0,0,1
85,8,5,0.77,0.83,0.575824175824,0.952660993412,0.541613512934,0.249091757162,0.250609935383,0.266337945728,0.0777723146265,0.0282011959412,0.0192342641392,1,0,0,1
86,8,6,0.0,0.0,1.0,0.685117734533,0.266067887166,0.32244390866,0.391518038452,0.337846456416,0.204125280257,0.0996986065942,0.138031251043,1,0,0,1
87,8,7,0.94,0.7,0.545299145299,0.716887958902,0.297223372016,0.156604642641,0.186606300846,0.056802228934,0.0707307245131,0.0435050861722,0.0384188292542,1,1,1,0
88,8,8,0.9,1.0,0.631013431013,0.909291499074,0.68918955311,0.834458554418,0.710945205628,0.280345578422,0.261128368321,0.333589521953,0.210304758867,1,0,0,1
89,8,9,1.0,0.87,0.568742368742,0.632035346216,0.602706642928,0.238976811613,0.215942201432,0.0924052351853,0.0849348504012,0.0935480518427,0.0787447658397,1,0,0,1
90,9,0,0.94,0.83,0.564590964591,0.890173464355,0.345852180259,0.13758136228,0.171254908247,0.13726112711,0.074456944864,0.0677118689179,0.0357269224065,1,1,1,0
91,9,1,0.96,0.84,0.605860805861,0.630404758571,0.151325310818,0.164947994566,0.16509409378,0.138401816862,0.0364362479617,0.0218620485119,0.0286288632646,1,1,1,0
92,9,2,0.66,1.0,0.525518925519,0.242162193524,0.0803627918884,0.0209255354016,0.0350246973432,0.0175692444569,0.0153187708274,0.0050742583669,0.00518427582217,1,1,1,0
93,9,3,0.54,0.84,0.603418803419,0.640152968494,0.671267061974,1.0,0.756412311402,0.185838776896,0.134808829884,0.0677032504354,0.0239081977428,1,0,0,1
94,9,4,0.77,0.78,0.702075702076,0.444371710414,0.208016862907,0.466524034036,0.0702185343653,0.0428751375524,0.0352997234052,0.0168613007318,0.020989307292,1,1,1,0
95,9,5,0.84,0.93,0.566788766789,0.570386823116,0.326014326157,0.372027361523,0.233248534041,0.124688253611,0.206892444057,0.0730238960104,0.0227577024215,1,1,1,0
96,9,6,0.0,0.0,1.0,0.806751904223,0.45014387664,0.27807596319,0.342545217821,0.366879726534,0.276662288717,0.336343887595,0.234288617811,1,1,1,0
97,9,7,0.88,0.8,0.586568986569,0.535612977601,0.351927082554,0.0725586936194,0.0480307519537,0.0589862096415,0.0631725323287,0.0437038182413,0.093069953231,1,1,1,0
98,9,8,0.66,0.75,0.6,0.798179210764,0.713325586769,0.380599188439,0.570089221181,0.368727494088,0.127428713472,0.0431187753643,0.036393037686,1,0,0,1
99,9,9,0.74,0.8,0.698656898657,0.773398264221,0.451706488329,0.205975679458,0.331457718522,0.0952176254361,0.362584152958,0.0916311999209,0.0217340508784,1,1,1,0
